,City,Zipcode,Price,Beds,Bath,SQFT,School_rating,WalkScore,Bike_Score,TransitScore,Garage_availability,County
1359,Santa Rosa,95403,950000,3,3,1914.0,2.0,38,64,21,Yes,Sonoma County
1360,Guerneville,95446,595000,2,1,828.0,5.6,20,11,41,No,Sonoma County
1361,Santa Rosa,95404,319000,3,2,2089.0174545454547,4.3,1,9,13,No,Sonoma County
1362,Guerneville,95446,1595000,3,2,5200.0,5.6,13,4,41,No,Sonoma County
1363,Guerneville,95446,1400000,3,2,9178.0,5.6,58,47,41,No,Sonoma County
1364,Windsor,95492,899000,4,3,1821.0,5.6,58,66,41,Yes,Sonoma County
1365,Santa Rosa,95409,590000,2,2,1230.0,6.7,14,33,19,Yes,Sonoma County
1366,Petaluma,94952,559000,1,1,560.0,6.0,90,54,42,Yes,Sonoma County
1367,Penngrove,94951,1250000,3,2,1512.0,6.0,0,5,41,Yes,Sonoma County
1368,Santa Rosa,95403,290000,3,2,2089.0174545454547,4.3,2,3,11,No,Sonoma County
1369,Petaluma,94952,3400000,6,4,4103.0,5.6,16,16,41,Yes,Sonoma County
1370,The Sea Ranch,95497,4500000,2,3,2601.0,5.6,1,4,41,Yes,Sonoma County
1371,Healdsburg,95448,599000,1,2,884.0,5.3,5,19,41,Yes,Sonoma County
1372,Guerneville,95446,499000,3,2,1252.0,5.6,4,1,41,No,Sonoma County
1373,Cotati,94931,1195000,3,3,2670.0,5.6,63,31,41,Yes,Sonoma County
1374,Santa Rosa,95409,899999,3,2,1637.0,6.2,42,57,20,Yes,Sonoma County
1375,Sonoma,95476,769000,2,2,1532.0,5.0,4,36,41,Yes,Sonoma County
1376,Petaluma,94952,1250000,2,2,1550.0,5.6,16,25,41,No,Sonoma County
1377,Santa Rosa,95403,699000,3,1,1508.0,2.3,62,50,24,Yes,Sonoma County
1378,Santa Rosa,95401,1600000,7,5,3565.0,3.0,93,72,48,Yes,Sonoma County
1379,Petaluma,94954,1250000,3,3,1917.0,6.3,5,24,41,Yes,Sonoma County
1380,Santa Rosa,95401,465900,3,2,1176.0,5.6,23,56,27,Yes,Sonoma County
1381,Sonoma,95476,889000,3,2,1700.0,3.3,73,75,41,Yes,Sonoma County
1382,Santa Rosa,95407,635000,3,2,1200.0,5.6,44,47,23,Yes,Sonoma County
1383,Guerneville,95446,499000,2,1,1138.0,5.6,9,3,41,Yes,Sonoma County
1384,Rohnert Park,94928,775000,3,2,2182.0,3.8,41,53,41,Yes,Sonoma County
1385,Petaluma,94954,299000,2,2,1440.0,5.0,24,50,33,No,Sonoma County
1386,Windsor,95492,700000,3,2,1220.0,5.6,72,59,41,Yes,Sonoma County
1387,Monte Rio,95462,729000,3,2,1156.0,5.6,46,25,41,No,Sonoma County
1388,Petaluma,94952,1589000,3,2,2286.0,5.7,4,14,41,Yes,Sonoma County
1389,Graton,95444,1250000,1,1,2575.0,5.6,47,47,41,No,Sonoma County
1390,Santa Rosa,95405,1249450,4,3,2736.0,4.2,33,37,28,Yes,Sonoma County
1391,Windsor,95492,768000,3,2,1631.0,5.6,35,37,41,Yes,Sonoma County
1392,Petaluma,94952,775000,3,2,1404.0,6.0,32,22,24,Yes,Sonoma County
1393,Santa Rosa,95405,949000,4,3,2278.0,5.2,41,17,19,Yes,Sonoma County
1394,Camp Meeker,95419,595000,2,1,1064.0,5.6,7,49,41,Yes,Sonoma County
1395,Santa Rosa,95409,715000,2,2,1591.0,6.7,14,32,19,Yes,Sonoma County
1396,Sonoma,95476,1150000,1,1,972.0,3.3,45,52,41,Yes,Sonoma County
1397,Petaluma,94954,715000,2,2,1137.0,5.8,44,54,31,Yes,Sonoma County
1398,Santa Rosa,95405,675000,3,2,1918.0,5.2,48,49,20,Yes,Sonoma County
1399,Santa Rosa,95404,1575000,3,3,2483.0,4.2,0,3,41,Yes,Sonoma County
1400,Santa Rosa,95404,969000,5,2,2444.0,4.3,11,11,15,Yes,Sonoma County
1401,Healdsburg,95448,3995000,3,2,2089.0174545454547,5.3,5,12,41,No,Sonoma County
1402,Santa Rosa,95407,1900000,3,1,1344.0,5.6,1,29,41,Yes,Sonoma County
1403,Santa Rosa,95407,225000,3,2,2089.0174545454547,5.6,38,41,41,No,Sonoma County
1404,Santa Rosa,95409,1289000,3,2,2659.0,6.7,2,6,16,Yes,Sonoma County
1405,Petaluma,94952,899000,3,2,1338.0,6.0,30,20,22,Yes,Sonoma County
1406,Guerneville,95446,1250000,2,2,2089.0174545454547,5.6,4,1,41,Yes,Sonoma County
1407,Glen Ellen,95442,9900000,3,2,5653.0,3.3,23,25,41,No,Sonoma County
1408,Cloverdale,95425,545000,3,2,1252.0,5.6,74,52,41,Yes,Sonoma County
1409,Petaluma,94954,725000,4,2,1536.0,5.8,63,65,32,Yes,Sonoma County
1410,Windsor,95492,799000,3,2,1815.0,5.6,23,51,41,Yes,Sonoma County
1411,Santa Rosa,95409,779000,3,2,1708.0,6.4,54,43,24,Yes,Sonoma County
1412,Petaluma,94954,349000,3,2,1360.0,5.0,20,47,33,No,Sonoma County
1413,Santa Rosa,95404,789000,3,3,2098.0,2.7,22,43,15,Yes,Sonoma County
1414,Sonoma,95476,2099000,5,4,3660.0,5.0,27,45,41,Yes,Sonoma County
1415,Santa Rosa,95409,180000,2,2,960.0,6.2,59,48,24,No,Sonoma County
1416,Healdsburg,95448,800000,3,2,1900.0,5.3,44,45,41,Yes,Sonoma County
1417,Sonoma,95476,10750000,4,4,5749.0,3.3,0,19,41,Yes,Sonoma County
1418,Sonoma,95476,695000,3,1,2089.0174545454547,3.3,40,57,41,Yes,Sonoma County
1419,Santa Rosa,95404,1499000,3,2,1900.0,5.2,0,5,41,Yes,Sonoma County
1420,Sebastopol,95472,875000,3,2,1641.0,5.6,7,18,41,Yes,Sonoma County
1421,Rohnert Park,94928,750000,4,3,1821.0,3.8,55,63,41,Yes,Sonoma County
1422,Petaluma,94954,335000,4,2,1715.0,5.0,27,53,33,No,Sonoma County
1423,Sonoma,95476,525000,3,2,2089.0174545454547,3.3,6,36,41,No,Sonoma County
1424,Forestville,95436,579000,2,2,1193.0,5.6,0,5,41,No,Sonoma County
1425,Santa Rosa,95404,1725000,3,2,2285.0,5.2,0,4,41,Yes,Sonoma County
1426,Guerneville,95446,850000,5,2,2048.0,5.6,17,9,41,No,Sonoma County
1427,Geyserville,95441,1245000,5,3,1752.0,5.6,0,49,41,Yes,Sonoma County
